subject activity time_domain_body_accelerometer_mean_x time_domain_body_accelerometer_mean_y time_domain_body_accelerometer_mean_z time_domain_body_accelerometer_standard_deviation_x time_domain_body_accelerometer_standard_deviation_y time_domain_body_accelerometer_standard_deviation_z time_domain_gravity_accelerometer_mean_x time_domain_gravity_accelerometer_mean_y time_domain_gravity_accelerometer_mean_z time_domain_gravity_accelerometer_standard_deviation_x time_domain_gravity_accelerometer_standard_deviation_y time_domain_gravity_accelerometer_standard_deviation_z time_domain_body_accelerometer_jerk_mean_x time_domain_body_accelerometer_jerk_mean_y time_domain_body_accelerometer_jerk_mean_z time_domain_body_accelerometer_jerk_standard_deviation_x time_domain_body_accelerometer_jerk_standard_deviation_y time_domain_body_accelerometer_jerk_standard_deviation_z time_domain_body_gyroscope_mean_x time_domain_body_gyroscope_mean_y time_domain_body_gyroscope_mean_z time_domain_body_gyroscope_standard_deviation_x time_domain_body_gyroscope_standard_deviation_y time_domain_body_gyroscope_standard_deviation_z time_domain_body_gyroscope_jerk_mean_x time_domain_body_gyroscope_jerk_mean_y time_domain_body_gyroscope_jerk_mean_z time_domain_body_gyroscope_jerk_standard_deviation_x time_domain_body_gyroscope_jerk_standard_deviation_y time_domain_body_gyroscope_jerk_standard_deviation_z time_domain_body_accelerometer_magnitude_mean time_domain_body_accelerometer_magnitude_standard_deviation time_domain_gravity_accelerometer_magnitude_mean time_domain_gravity_accelerometer_magnitude_standard_deviation time_domain_body_accelerometer_jerk_magnitude_mean time_domain_body_accelerometer_jerk_magnitude_standard_deviation time_domain_body_gyroscope_magnitude_mean time_domain_body_gyroscope_magnitude_standard_deviation time_domain_body_gyroscope_jerk_magnitude_mean time_domain_body_gyroscope_jerk_magnitude_standard_deviation frequency_domain_body_accelerometer_mean_x frequency_domain_body_accelerometer_mean_y frequency_domain_body_accelerometer_mean_z frequency_domain_body_accelerometer_standard_deviation_x frequency_domain_body_accelerometer_standard_deviation_y frequency_domain_body_accelerometer_standard_deviation_z frequency_domain_body_accelerometer_mean_frequency_x frequency_domain_body_accelerometer_mean_frequency_y frequency_domain_body_accelerometer_mean_frequency_z frequency_domain_body_accelerometer_jerk_mean_x frequency_domain_body_accelerometer_jerk_mean_y frequency_domain_body_accelerometer_jerk_mean_z frequency_domain_body_accelerometer_jerk_standard_deviation_x frequency_domain_body_accelerometer_jerk_standard_deviation_y frequency_domain_body_accelerometer_jerk_standard_deviation_z frequency_domain_body_accelerometer_jerk_mean_frequency_x frequency_domain_body_accelerometer_jerk_mean_frequency_y frequency_domain_body_accelerometer_jerk_mean_frequency_z frequency_domain_body_gyroscope_mean_x frequency_domain_body_gyroscope_mean_y frequency_domain_body_gyroscope_mean_z frequency_domain_body_gyroscope_standard_deviation_x frequency_domain_body_gyroscope_standard_deviation_y frequency_domain_body_gyroscope_standard_deviation_z frequency_domain_body_gyroscope_mean_frequency_x frequency_domain_body_gyroscope_mean_frequency_y frequency_domain_body_gyroscope_mean_frequency_z frequency_domain_body_accelerometer_magnitude_mean frequency_domain_body_accelerometer_magnitude_standard_deviation frequency_domain_body_accelerometer_magnitude_mean_frequency frequency_domain_body_accelerometer_jerk_magnitude_mean frequency_domain_body_accelerometer_jerk_magnitude_standard_deviation frequency_domain_body_accelerometer_jerk_magnitude_mean_frequency frequency_domain_body_gyroscope_magnitude_mean frequency_domain_body_gyroscope_magnitude_standard_deviation frequency_domain_body_gyroscope_magnitude_mean_frequency frequency_domain_body_gyroscope_jerk_magnitude_mean frequency_domain_body_gyroscope_jerk_magnitude_standard_deviation frequency_domain_body_gyroscope_jerk_magnitude_mean_frequency
1 WALKING 1 0.277330758736842 -0.0173838185273684 -0.111148103547368 -0.283740258842105 0.114461336747368 0.380201211578947 0.935223201473684 -0.282165021263158 -0.068102864 -0.976609642526316 -0.971305961473684 0.281260329237895 0.0740416333157895 0.0282721095884211 -0.00416840617789474 -0.113615602435789 0.0670025007684211 0.490554924315789 -0.041830963526 -0.0695300462115789 0.0849448173042105 -0.473535485894737 -0.0546077686594737 0.107702366137895 -0.0899975423705263 -0.0398428709463158 -0.0461309295021053 -0.207421854757895 -0.304468510631579 -0.0715513643377895 -0.136971176556842 0.0817513038861053 -0.136971176556842 0.0817513038861053 -0.141428809031579 0.204177664192316 -0.160979552536842 -0.18978924212 -0.298703679084211 -0.187471542774737 -0.202794306326316 0.0897127264021053 -0.331560117789474 -0.319134719578947 0.056040006846 -0.91983805368421 -0.207548374494737 0.113093646103158 -0.917626535263158 -0.170546964549579 -0.0352255241130632 -0.468999224631579 -0.133586606326316 0.106739857136 -0.247157894736842 -0.209261973376842 -0.386237143210526 -0.922591224526316 -0.339032197115789 -0.103059416434737 -0.255940940315789 -0.516691938736842 -0.0335081597884211 -0.634119783568421 0.0147844986621053 -0.0657746190010526 -0.919419408 -0.128623450629474 -0.744464609368421 -0.835079617894737 -0.0571194000343158 -0.890726813052632 -0.47802531782 -0.199252568986316 -0.82564102568421 -0.540829011921053 -0.319308593778947 -0.892397656736842
1 WALKING_UPSTAIRS 2 0.255461689622641 -0.0239531492643396 -0.0973020020943396 -0.35470802509434 -0.00232026501698113 0.161628109571698 0.89335109754717 -0.362153364339623 -0.075402939754717 -0.956367027924528 -0.952849233207547 -0.178003749358491 0.101372729922642 0.0194863076188679 -0.0455625449113208 -0.446843887735849 -0.378274426037736 0.312909699716981 0.050549379754717 -0.166170015088679 0.0583595463981132 -0.544871104528302 0.00410518379811321 0.00374637040566038 -0.122232768011321 -0.0421485884509434 -0.0407125527654717 -0.614786508490566 -0.601696656226415 -0.240762604709434 -0.129927630735849 0.0963139010660377 -0.129927630735849 0.0963139010660377 -0.466503446226415 0.022801332645283 -0.126735589969811 -0.0977466063226415 -0.59488286509434 -0.163564322 -0.404321784150943 -0.190976720811321 -0.433349702075472 -0.337428188679245 0.0217695106566038 -0.92307692 -0.418735000377359 -0.160697213516981 -0.979627190566038 -0.479875245660377 -0.41344458754717 -0.685474353962264 -0.461907025849057 -0.381777065283019 -0.76 -0.377023128301887 -0.509495531698113 -0.980786464528302 -0.492611667924528 -0.319474609056604 -0.453597213018868 -0.565892490754717 0.151538905566038 -0.825634351886792 -0.187450247737736 -0.473574786603774 -0.971169189433962 -0.352395944716981 -0.780091088301887 -0.596216743962264 -0.44265216245283 -0.887391430943396 -0.686853361509434 -0.325961457396226 -0.878084183018868 -0.496216834792453 -0.634665082075472 -0.887990413396226
1 WALKING_DOWNSTAIRS 3 0.289188320408163 -0.00991850461020408 -0.107566190908163 0.0300353383483878 -0.0319359434489796 0.0756845059489796 0.931874418979592 -0.266610338979592 -0.0621199585938775 -0.950559811632653 -0.937018658979592 0.10130462455102 0.0541553164897959 0.0296504490408163 -0.0109719730183673 -0.012283860544898 -0.101601390640816 0.116034018020408 -0.0350781902989796 -0.0909371290204082 0.0900850142030612 -0.458030542938775 -0.126349194938775 -0.280042328004082 -0.0739592036271429 -0.0439902783367347 -0.0270461061061224 -0.487027342244898 -0.238824827530612 -0.251421070963265 0.0271882914106122 -0.153300444921224 0.0271882914106122 -0.153300444921224 -0.0894474807979592 0.110971354244898 -0.0757412543673469 -0.295883797938776 -0.295463843346939 0.0572668301693878 0.0382291831510204 0.00154990783591837 -0.225574471693878 0.0243308391387755 -0.112963739953061 -0.924646779387755 -0.307395198687755 0.0632200839346939 -0.810377550816327 -0.0276638676122449 -0.12866715764898 -0.288334735714286 -0.0863278966402041 -0.134580008877551 -0.16734693877551 -0.253164344918367 -0.33758970122449 -0.821647169183673 -0.352449631363265 -0.0557022524693878 -0.0318694271979592 -0.495422486102041 -0.181414728657143 -0.752287122244898 -0.100453729040816 0.0825511487183673 -0.88399402755102 0.0965845343040816 -0.567909921428571 -0.739122186938776 0.0262184949326531 -0.893747971836735 -0.539384710693878 -0.185720285744898 -0.726844582653061 -0.771541462040816 -0.281963359177551 -0.88338192244898
1 SITTING 4 0.261237565425532 -0.00130828765170213 -0.104544182255319 -0.977229008297872 -0.922618641914894 0.118261863640426 0.831509933404255 0.204411592680851 0.332043702765957 -0.968457145744681 -0.935517055957447 0.301419345319149 0.0774825199574468 -0.000619102785106384 -0.00336779235021277 -0.986430711276596 -0.981371965319149 0.0165644228659574 -0.045350056512766 -0.0919241549361702 0.0629313811914894 -0.977211283191489 -0.966473895319149 -0.233370428585106 -0.0936793807234043 -0.0402118124255319 -0.046702627 -0.99173159212766 -0.989518068510638 0.00284798482340426 -0.948536786170213 -0.17159434653617 -0.948536786170213 -0.17159434653617 -0.987364195531915 -0.0603137314042553 -0.93089249 -0.112973317920638 -0.991976341276596 -0.00177420970212766 -0.979641238723404 -0.944084550425532 -0.959184889148936 -0.976412313191489 -0.917275006382979 -0.898527004255319 -0.0495135975489362 0.0759460768510638 -0.999175948085106 -0.986597022553191 -0.981579467021277 -0.986053092340425 -0.987492994468085 -0.982513909574468 -0.221276595744681 0.256610823568085 0.0475437839595745 -0.999747370212766 -0.976161464042553 -0.975838585319149 -0.951315544468085 -0.977904227021277 -0.962345042553192 -0.991195891276596 0.189153021260851 0.0631270669787234 -0.999588120638298 -0.947782922553192 -0.826852531297872 -0.608126705914894 -0.985262126808511 -0.816953732297872 -0.750599066382979 -0.958435589361702 -0.96508456106383 -0.284454150412766 -0.989797547234043 -0.87977034787234
1 STANDING 5 0.278917629056604 -0.0161375901037736 -0.110601817735849 -0.995759901509434 -0.973190056415094 0.288310475754717 0.942952000377358 -0.272983832264151 0.0134905823226415 -0.99376298509434 -0.981225957924528 0.46985826 0.0753766542264151 0.00797573092830189 -0.00368524954709434 -0.994604542264151 -0.98564873245283 0.0744326620490566 -0.0239877347979245 -0.0593972209811321 0.074800751 -0.987191946603774 -0.98773444 -0.459897160490566 -0.0996092129056604 -0.0440627877924528 -0.0489505466716981 -0.992945106981132 -0.995137917358491 -0.228165476283019 -0.984278207358491 -0.248142022347925 -0.984278207358491 -0.248142022347925 -0.992367790566038 -0.128163099171698 -0.976493792830189 -0.0367286360754717 -0.994966790566038 -0.285777842592453 -0.995249932641509 -0.977070847735849 -0.985297098679245 -0.99602834509434 -0.972293102075472 -0.882438316226415 0.0865153619088679 0.117478948718868 -0.99981734245283 -0.994630797358491 -0.985418704528302 -0.990752166037736 -0.995073759245283 -0.987018226792453 -0.120754716981132 0.314182940150943 0.0391618954943396 -0.99984008 -0.986386786037736 -0.988984455849057 -0.980773122830189 -0.987497128679245 -0.987107727735849 -0.880286271849057 -0.120293020603774 -0.0447191978169811 -0.999895938301887 -0.985356361132075 -0.768379960943396 -0.713903327169811 -0.99254247754717 -0.878406707924528 -0.832748299811321 -0.984617623396226 -0.943880019811321 -0.514425437716981 -0.994815376981132 -0.861635220358491
1 LAYING 6 0.22159824394 -0.0405139534294 -0.11320355358 -0.9280564692 -0.83682740562 -0.023365945138 -0.24888179828 0.70554977346 0.4458177198 -0.8968300184 -0.90772000676 -0.20911768088 0.0810865342 0.0038382040088 0.010834236361 -0.958482112 -0.9241492736 -0.022012200614 -0.016553093978 -0.064486124088 0.14868943626 -0.87354386782 -0.9510904402 0.04403706094 -0.107270949192 -0.04151728689 -0.0740501211 -0.9186085208 -0.9679072436 -0.094974300494 -0.8419291525 -0.02424774582 -0.8419291525 -0.02424774582 -0.9543962646 -0.0789909273 -0.874759548 0.086408548754 -0.96346103 -0.111077069856 -0.9390990524 -0.86706520518 -0.8826668762 -0.9244374346 -0.8336255561 -0.85384615334 -0.158792670508 0.097534841586 -0.9964246012 -0.9570738838 -0.9224626098 -0.9480609042 -0.9641607086 -0.9322178704 -0.3112 0.132419092398 0.024513618956 -0.99717988 -0.850249174586 -0.9521914948 -0.909302721 -0.8822964508 -0.9512320494 -0.969655172 -0.003546795856 -0.091529130882 -0.9979328882 -0.8617676481 -0.733793103 -0.508329046806 -0.9333003608 -0.8355555564 -0.6737157919 -0.8621901854 -0.9487179492 -0.391530370084 -0.9423669466 -0.9028571432
3 WALKING 1 0.275567462068966 -0.0171767844203448 -0.112674859827586 -0.360356726034483 -0.0699140652103448 0.43910710362069 0.936506743275862 -0.261986357931034 -0.138107866258621 -0.97777159137931 -0.962355639482759 0.119717908474138 0.0814745882660345 0.0100591485 -0.00562264594827586 -0.26867964387931 -0.0449619594258621 0.244050854189655 -0.0256405192517241 -0.0779150937413793 0.0813485942827586 -0.571869560172414 -0.563793260172414 -0.173056619346552 -0.0952398165017241 -0.0387874651724138 -0.0503616100815517 -0.385922986034483 -0.639087984137931 -0.218360601434483 -0.254690333275862 0.033480524 -0.254690333275862 0.033480524 -0.280009317413793 0.14026642347931 -0.466411754137931 -0.0215572552965517 -0.566135217931034 -0.00914485798965517 -0.316614011689655 -0.0813024353275862 -0.412374074482759 -0.379276781206897 -0.124030832001724 -0.842175064706897 -0.246614196618966 0.171743003017241 -0.951975207068966 -0.304694442551724 -0.140508590224138 -0.514137255344828 -0.296596633103448 -0.00561498755362069 -0.346896551724138 -0.216042668103448 -0.258667984862069 -0.955149565172414 -0.437845763793103 -0.561526265344828 -0.418126217413793 -0.615121369827586 -0.568888673448276 -0.749108203810345 0.0337596901293103 -0.0379896505362069 -0.967788422758621 -0.290031535172414 -0.619500594655172 -0.775936916551724 -0.186764516965517 -0.905856591206897 -0.186284016931034 -0.569755772241379 -0.836427942586207 -0.621360407758621 -0.607751646034483 -0.904214555172414
3 WALKING_UPSTAIRS 2 0.260819873067797 -0.0324109410555932 -0.110064863437288 -0.313123437627119 0.0116280813372881 0.313487331542373 0.883533436101695 -0.382851153728814 -0.162943955254237 -0.944040819322034 -0.909825953898305 0.0918830017118644 0.0426880986186441 0.0397249270484746 0.0208205538101695 -0.458364616949153 -0.251680364540678 0.354435184491525 0.0721980309322034 -0.139275405637288 0.0215603697 -0.456039262525424 -0.582742845932203 0.020611202779661 -0.115510569491525 -0.0400372510491525 -0.0498180874305085 -0.507270757966102 -0.775774143389831 -0.128013881028814 -0.184014895 -0.0463347493661017 -0.184014895 -0.0463347493661017 -0.436901159491525 0.0642124281694915 -0.347321812220339 -0.134843174730508 -0.658861401355932 -0.175988072362712 -0.392004211474576 -0.0788094156644068 -0.504494528474576 -0.285333024050847 -0.00803987529661017 -0.92307692 -0.461249740508475 -0.100019162177966 -0.978183097118644 -0.478434306271186 -0.283772547471017 -0.677314534067797 -0.486446509661017 -0.268191523644068 -0.403389830508475 -0.325151127440678 -0.453789820355932 -0.97942602559322 -0.378216681762712 -0.637293508305085 -0.431503361525424 -0.484820991355932 -0.556045947118644 -0.754529515423729 -0.145536204410169 -0.339321487559322 -0.967670959152542 -0.315866079491525 -0.493863237966102 -0.697303169152542 -0.412920898474576 -0.900457354237288 -0.471453166413559 -0.514211583728814 -0.873098653898305 -0.663462067118644 -0.716877778644068 -0.903147695762712
3 WALKING_DOWNSTAIRS 3 0.292423484693878 -0.0193554079328571 -0.116139842908163 -0.0574100475102041 -0.0331503723387755 0.158475915926531 0.939057787755102 -0.228829214285714 -0.102352758040816 -0.950061129591837 -0.946094637755102 0.203033647387755 0.0725689294489796 0.0109707769183673 -0.00202727978142857 -0.0858010042244898 -0.111439194979592 -0.0435955738979592 -0.13157327645102 -0.0139358043959184 0.123826738353061 -0.261653414014286 -0.546740387959184 -0.153215395693878 -0.0778701650285714 -0.0391567930959184 -0.0416193131122449 -0.285683162346939 -0.680947338163265 -0.15160584522449 -0.0628126118283674 0.144306693314286 -0.0628126118283674 0.144306693314286 -0.205239246653061 0.0157209585714286 -0.215294501244898 -0.172218928146939 -0.508567577142857 -0.0850569763813061 -0.0421706943244898 -0.00770048300204082 -0.404452414285714 -0.0654417192653061 -0.109722354322449 -0.883830454081633 -0.325863694730612 0.0529065241102041 -0.945172437959184 -0.0906707125102041 -0.135938542632653 -0.529059450612245 -0.165442898685714 -0.14772824006198 -0.415510204081633 -0.229599432510204 -0.356023306938775 -0.944629391020408 -0.129066574295918 -0.542694164081633 -0.302866461179592 -0.30863033105102 -0.553094540204082 -0.573539760612245 -0.159888621187755 -0.109972458132653 -0.920344532040816 0.0289413195612245 -0.553835326755102 -0.817969476530612 -0.049477977322449 -0.898283119387755 -0.517001824510204 -0.332376629371429 -0.875457875306122 -0.723708055510204 -0.576277199387755 -0.906057659183674
3 SITTING 4 0.257197599134615 -0.00350299841730769 -0.0983579203269231 -0.971010120961538 -0.856617812115385 0.307555039634615 0.901098984615385 0.127303379245962 0.139020582461538 -0.957324457884615 -0.903923008269231 0.415605488128846 0.0726098418653846 0.00272529134230769 -0.00423348373557692 -0.974467390384615 -0.953631390961538 0.0239863636019231 -0.0385365204807692 -0.07524100275 0.0940113975530769 -0.965434768461538 -0.944854571346154 -0.345641545742308 -0.103605889057692 -0.0360909881807692 -0.0590079966686538 -0.972546905961538 -0.978635908653846 0.0170525293692308 -0.895383350192308 -0.0942158447884615 -0.895383350192308 -0.0942158447884615 -0.969080752884615 -0.0874529105769231 -0.919354372307692 -0.0611712514807692 -0.977998051923077 -0.128179260230769 -0.970154440961538 -0.891907751346154 -0.917987925384615 -0.971605878461538 -0.8496556575 -0.883136094807692 0.0312989368846154 -0.00661630574807692 -0.998304688461538 -0.974950363461538 -0.954170151346154 -0.970845669423077 -0.976283534807692 -0.956461756730769 -0.33 0.215731832596154 -0.0959148729942308 -0.9993081875 -0.957550637692308 -0.95617355 -0.934967958846154 -0.968013062884615 -0.939609988461538 -0.972148541153846 0.0520844490903846 -0.166042259123077 -0.999206618269231 -0.904185725576923 -0.892572943846154 -0.463704974730769 -0.965888891730769 -0.850427351153846 -0.724057573461538 -0.946664943653846 -0.984220907692308 -0.404826134267308 -0.977898105576923 -0.945054946153846
